것	thing	 <p>Common Usages<br/> 이것 = this thing<br/> 저것 = that thing<br/> 그것 = that thing<br/> ~는 것 principle (see <a href="https://www.howtostudykorean.com/unit-2-lower-intermediate-korean-grammar/unit-2-lessons-26-33/lesson-26/" title="Lesson 26: ~는 것 Describing Nouns with Verbs">Lesson 26</a>)</p> <p>Notes: Not only used as a simple noun, but also used as a noun that can be described by full sentences. See Lesson 26 for more information about this.<br/> 것 can be shortened to 거. 것이 can be shortened to 게</p> <p>Examples<br/> 저는 비싼 <strong>것</strong>만 좋아해요 = I only like expensive <strong>things<br/> </strong>그<strong>것</strong>을 어떻게 해요? = How do you do that (<strong>thing</strong>)?<br/> 이<strong>것</strong>은 뭐야? = What is this (<strong>thing</strong>)?<br/> 이<strong>것</strong>은 얼마예요? = How much is this (<strong>thing</strong>)?</p>
이것	this (thing)	 <p>The pronunciation of this word is closer to “이걷”<br/> 이것 is often shortened to 이거 in speech.</p> <p>Notes: When 이, 그 or 저 are placed before “것,” the result is a compound word. Therefore, when placing “것” after 이, 그 or 저, there should not be a space between the two.</p> <p>Although it can be translated as “this thing,” 이것 itself is a pronoun and can be simplified to translate to “this.” For more information, see the explanation in Lesson 1.</p> <p>Common Usages:<br/> 이것저것 = this thing and that thing (this and that)</p> <p>Examples:<br/> <strong>이것</strong>은 뭐야? = What is <strong>this (thing)</strong>?<br/> <strong>이것</strong>은 너무 작은가요? = Is <strong>this</strong> (<strong>thing</strong>) too small?<br/> <strong>이것</strong>은 여권이야 = <strong>This (thing)</strong> is a passport<br/> <strong>이것</strong>이 더 좋아요 = <strong>This</strong> (<strong>thing</strong>) is better<br/> <strong>이것</strong>을 보셔요 = Look at <strong>this (thing)<br/> </strong>이것을 먹어 봐! = Eat <strong>this (thing)</strong>! (Try eating <strong>this (thing)</strong>!)<br/> 모든 프린터 중에 <strong>이것</strong>이 제일 싸요 = Among all the printers, <strong>this</strong> (<strong>one)</strong> is the cheapest<br/> <strong>이것</strong>을 다 작성해 주실래요?  = Can you write all of <strong>this</strong> up for me?<br/> <strong>이것</strong>은 처음이자 마지막 기회예요 = <strong>This</strong> is the first and last chance</p>
그것	that (thing)	 <p>The pronunciation of this word is closer to “그걷”<br/> 그것 is often shortened to 그거 in speech.</p> <p>Notes: When 이, 그 or 저 are placed before “것,” the result is a compound word. Therefore, when placing “것” after 이, 그 or 저, there should not be a space between the two.</p> <p>Although it can be translated as “that thing,” 그것 itself is a pronoun and can be simplified to translate to “that.” For more information, see the explanation in Lesson 1.</p> <p>Examples:<br/> 저는 <strong>그것</strong>을 손으로 만들었어요 = I built <strong>that</strong> (<strong>thing</strong>) with my hands<br/> 저는 <strong>그것</strong>을 지난 번에 배웠어요 = I learned <strong>that</strong> (<strong>thing</strong>) last time<br/> 저는 <strong>그것</strong>을 처음부터 끝까지 복습했어요 = I reviewed <strong>that</strong> (<strong>thing</strong>) from start to finish<br/> 저는 <strong>그것</strong>을 영어로 할 거예요 = I will say <strong>that</strong> (<strong>thing</strong>) in English<br/> 저는 <strong>그것</strong>을 친구한테서 들었어요 = I heard <strong>that</strong> (<strong>thing</strong>) from my friend</p>
저것	that (thing)	 <p>The pronunciation of this word is closer to “저걷”<br/> 저것 is often shortened to 저거 in speech.</p> <p>Notes: When 이, 그 or 저 are placed before “것,” the result is a compound word. Therefore, when placing “것” after 이, 그 or 저, there should not be a space between the two.</p> <p>Although it can be translated as “that thing,” 저것 itself is a pronoun and can be simplified to translate to “that.” For more information, see the explanation in Lesson 1.</p> <p>Common Usages:<br/> 이것저것 = this thing and that thing (this and that)</p> <p>Examples: <strong>저것</strong>은 사과예요 = <strong>That</strong> (<strong>thing</strong>) is an apple<br/> 우리 아빠는 <strong>저것</strong>을 싫어할 것 같아 = Dad will probably not like <strong>that</strong> (<strong>thing)<br/> 저것</strong>은 사람이 아니라 눈사람이에요 = <strong>That (thing)</strong> is not a person, it is a snowman</p>
의자	chair	 <p>This word appears in Korean Sign Explanation <a href="https://youtu.be/b8X6ryrJGeY" rel="noopener noreferrer" target="_blank">Video 14</a>.</p> <p>Common Usages<br/> 의자에 앉다 = sit on a chair</p> <p>Example<br/> 그녀는 <strong>의자</strong>에서 일어났어요 = She rose up from her <strong>chair<br/> </strong>고양이는 <strong>의자</strong> 밑에 있다 = The cat is under the <strong>chair<br/> 의자</strong>는 탁자보다 더 낮아요 = The <strong>chair</strong> is lower than the table<br/> 저는 <strong>의자</strong>를 앞으로 움직였어요 = I moved my <strong>chair</strong> forward</p>
탁자	table	 <p>The pronunciation of this word is closer to “탁짜”</p> <p>Notes: The little table that Korean people use when they sit on the floor to have meals is called a “상.” A kitchen table can be referred to more specifically by saying “식탁.”</p> <p>Common Usages<br/> 탁자 위에 = on top of the table<br/> 탁자에 놓다 = to place on a table</p> <p>Examples<br/> 저는 잡지를 <strong>탁자</strong> 위에 놓을 거예요 = I will put the magazine on the <strong>table<br/> </strong>펜이 <strong>탁자</strong>에 놓여 있었어요 = The pen was (laying) on the <strong>table<br/> </strong>의자는 <strong>탁자</strong>보다 더 낮아요 = The chair is lower than the <strong>table<br/> </strong>밖에 나가기 전에 열쇠를 <strong>탁자</strong>에 두었어요 = Before I went outside, I put the keys on the <strong>table<br/> </strong>이 <strong>탁자</strong>가 너무 낮아요 = This <strong>table</strong> is too low<br/> 병이 <strong>탁자</strong>에서 떨어졌다 = The bottle fell from the <strong>table</strong></p>
선생님	teacher	 <p>Notes: This is often colloquially shortened to “쌤”</p> <p>선생님 (or 쌤) is often used to broadly refer to anybody in any form of a teaching position, or anybody who works at any position in a school. For example, the maintenance people who work at a school would be referred to as “선생님” within the school.</p> <p>Common Usages:<br/> 교장선생님 = principal<br/> 교감선생님 = vice-principal<br/> 영어 선생님 = English teacher<br/> 중국어 선생님 = Chinese (language) teacher</p> <p>Examples<br/> 저는 <strong>선생님</strong>이 되고 싶어요 = I want to be a <strong>teacher<br/> </strong>저는 학교에서 저의 <strong>선생님</strong>을 항상 봐요 = I always see my <strong>teacher</strong> at school<br/> 저는 <strong>선생님</strong>이에요 = I am a <strong>teacher<br/> </strong>저는 어제 <strong>선생님</strong>을 처음 만났어요 = I met my <strong>teacher</strong> for the first time yesterday<br/> <strong>선생님</strong>들은 다 나갔어요 = All the <strong>teachers</strong> left (went out)<br/> <strong>선생님</strong>은 학생들과 박물관에 갔다 = The <strong>teacher</strong> went to the museum with the students<br/> 저는 <strong>선생님</strong>과 함께 공부했어요 = I studied with my <strong>teacher<br/> 선생님</strong>들은 똑똑해요 = <strong>Teachers</strong> are smart</p>
침대	bed	 <p>Common usages:<br/> 이층침대 = bunk bed<br/> 간이침대 = cot<br/> 침대에 눕다 = to lay in bed<br/> 침대에서 자다 = to sleep in a bed</p> <p>Examples<br/> 애기는 <strong>침대</strong>에서 자고 있어요 = The baby is sleeping in the <strong>bed<br/> </strong>저는 <strong>침대</strong>에 누워 있어요 = I’m lying in <strong>bed</strong><br/> 저의 사진은 <strong>침대</strong> 위에 걸려 있어요 = My picture is hanging above my <strong>bed<br/> </strong>피곤한 사람은 <strong>침대</strong>에 누워서 잤어요 = The tired person lay on the <strong>bed</strong> and slept<br/> 저는 <strong>침대</strong>에 잠깐 눕고 싶어요 = I want to lie down in <strong>bed</strong> for just a second</p>
집	house	 <p>Common Usages:<br/> 집에 가다 = to go home<br/> 집값 = the price of houses<br/> 우리 집 = our house (this is used more commonly that “my house”)<br/> 어린이집 = daycare (literally a “kids house”)<br/> 맛집 = a new term used to refer to a “cool” and delicious restaurant<br/> 집사람 = wife (older men often use this to refer to their wife)<br/> 집을 짓다 = to build a house<br/> 집 청소를 하다 = to clean one’s house</p> <p>Examples<br/> 저는 <strong>집</strong>에 돌아갈 거예요 = I am going back (returning) <strong>home<br/> 집</strong> 값은 비싸지고 있어 = <strong>House</strong> prices are getting expensive<br/> 저는 내일 선생님의 <strong>집</strong>을 방문하겠어요 = I will visit the teacher’s <strong>house</strong> tomorrow<br/> 저는 어제 <strong>집</strong>을 두 번 청소했어요 = I cleaned the <strong>house</strong> twice yesterday<br/> 엄마는 우리를 위해 점심을 <strong>집</strong>에서 만들 거예요 = Mom will make lunch for us at <strong>home<br/> </strong>우리 엄마는 <strong>집</strong>에 와서 빨리 요리했습니다 = Our/my mom came <strong>home</strong> and quickly cooked<br/> 우리는 <strong>집</strong>에 와서 바로 잤어요 = We came <strong>home</strong> and went to sleep immediately<br/> <strong>집</strong>에 가지 마! = Don’t go home!<br/> 저는 세탁을 <strong>집</strong>에서 할 수 있어요 = I can do laundry at <strong>home</strong></p>
차	car	 <p>Common Usages:<br/> 소형차 = small sized car (If you study Hanja, 소 (小) means “small”)<br/> 중형차 = mid-sized car (If you study Hanja, 중 (中) means “middle”)<br/> 대형차 = large sized car (If you study Hanja,  대 (大) means “large”)<br/> 수입차 = foreign (imported) car<br/> 국산차 = Korean (domestic) car<br/> 차를 운전하다 = to drive a car<br/> 차를 타다 = to be riding in a car</p> <p>Notes: The counter for automobiles is “대”. See Lesson 10 for more information</p> <p>Example:<br/> 우리 아버지는 <strong>차</strong>를 항상 안전하게 운전해요= Our dad always drives his <strong>car</strong> safely<br/> 저는 <strong>차</strong> 두 대가 있어요 = I have two <strong>cars</strong><br/> 어떤 <strong>종류</strong>의 차를 원해요? = What type of <strong>car</strong> do you want<br/> 이 <strong>차</strong>는 너무 비싸요 = This <strong>car</strong> is too expensive<br/> 저는 새로운 <strong>차</strong>를 샀어요 = I bought a new <strong>car</strong></p>
사람	person	 <p>Common Usages:<br/> 한국 사람 = Korean person<br/> 캐나다 사람 = Canadian person<br/> 유럽 사람 = European person<br/> 그 사람 = that person<br/> 이 사람 = this person<br/> 모든 사람 = all people<br/> 대부분(의) 사람 = most people</p> <p>Notes<br/> The formal version of 사람 is “분”</p> <p>The counter for people is “명” (informal) or “분” (formal). See Lesson 10 for more information</p> <p>Examples<br/> 그 <strong>사람</strong>은 아주 똑똑해요 = That <strong>person</strong> is very smart<br/> 모든 아시아 <strong>사람</strong>들은 젓가락을 잘 쓴다 = All Asian <strong>people</strong> use chopsticks well<br/> 그 <strong>사람</strong>은 미국에서 왔어요 = That <strong>person</strong> came from the United States<br/> 저는 그 <strong>사람</strong>을 알아요 = I know that <strong>person<br/> </strong>저 <strong>사람</strong>은 저의 동생이에요 = That <strong>person</strong> is my younger sibling<br/> 저는 그 <strong>사람</strong>을 싫어해요 = I don’t like that <strong>person<br/> </strong>한국 <strong>사람</strong>들은 보통 아주 착해요 = Korean <strong>people</strong> are usually very nice</p>
책	book	 <p>Common Usages:<br/> 책상 = desk<br/> 공책 = notebook<br/> 책방 = bookstore<br/> 책자 = booklet, leaflet<br/> 책벌레 = bookworm<br/> 책갈피 = bookmark<br/> 만화책 = comic book<br/> 책을 읽다 = to read a book<br/> 책을 반납하다 = to return a book<br/> 책을 빌리다 = to borrow a book (usually from a library)</p> <p>Notes: The word used to count books is “권”</p> <p>Examples<br/> 저는 좋은 <strong>책</strong>을 읽고 싶어요 = I want to read a good <strong>book<br/> </strong>저는 그것에 대해 <strong>책</strong>을 쓸 거예요 = I will write a <strong>book</strong> about it<br/> 저는 친구에게 <strong>책</strong>을 돌려줬어요 = I gave my friend back his <strong>book</strong><br/> 저는 <strong>책</strong> 두 권을 읽었어요 = I read two <strong>books<br/> </strong>저는 그 <strong>책</strong>을 읽고 싶어요 = I want to read that <strong>book<br/> </strong>그 학생은 하루 종일 <strong>책</strong>을 읽을 수 있어요 = That student can read <strong>books</strong> all day<br/> 이 박스에 <strong>책</strong>이 들어가 있어요 = There are <strong>books</strong> in this box<br/> 저는 누워서 <strong>책</strong>을 읽었어요 = I lied down and read a <strong>book</strong></p>
컴퓨터	computer	 <p>Notes<br/> Many new Korean words are simply English words with a Korean pronunciation pronouncing “컴퓨터” in Korean will sound like “computer”</p> <p>Common Usages:<br/> 컴퓨터를 켜다 = turn on a computer<br/> 컴퓨터를 끄다 = turn off a computer<br/> 컴퓨터가 고장 났다 = for a computer to be broken</p> <p>Examples: <strong>컴퓨터</strong>가 꺼져 있어요 = The <strong>computer</strong> is turned off<br/> 저는 <strong>컴퓨터</strong>를 켰어요 = I turned the <strong>computer</strong> on<br/> <strong>컴퓨터</strong>가 켜져 있어요 = The <strong>computer</strong> is (in the state of being) on<br/> 그는 고장 난 <strong>컴퓨터</strong>를 수리했어요 = He repaired the broken <strong>computer<br/> </strong>교실에서 선생님들을 <strong>컴퓨터</strong>로 대체할 수 없어요 = You can’t replace teachers with <strong>computers</strong> in the classroom</p>
나무	tree/wood	 <p>Common Usages:<br/> 소나무 = pine tree<br/> 대나무 = bamboo<br/> 단풍나무 = maple tree<br/> 나무뿌리 = root of a tree<br/> 나무를 심다 = to plant a tree</p> <p>Examples<br/> 저는 집을 <strong>나무</strong>로 지었어요 = I made a house out of <strong>wood<br/> </strong>나는 우리 집을 <strong>나무</strong>로 지었어 = I built our house out of <strong>wood<br/> </strong>대부분의 원숭이는 <strong>나무</strong>에서 살아요 = Most monkeys live in <strong>trees<br/> </strong>아이들은 <strong>나무</strong> 주위에서 놀고 있어요 = The children are playing around the <strong>tree</strong></p>
소파	sofa	 <p>Notes: Many new Korean words are simply English words with a Korean pronunciation pronouncing “소파” in Korean will sound like “sofa.” Note that there is no way to pronounce the “F” sound in Korean. English words with an “F” that are borrowed to Korean usually use “ㅍ” to make the “F” sound.</p> <p>Example<br/> 그는 <strong>소파</strong>에 앉아 있어요 = He is sitting on the <strong>couch<br/> </strong>이 <strong>소파</strong>는 아주 편해요 = This <strong>sofa</strong> is very comfortable<br/> 애기는 높은 <strong>소파</strong>에서 떨어졌어요 = The baby fell from the high <strong>sofa</strong></p>
중국	China	 <p>Common Usages<br/> 중국인 = Chinese person<br/> 중국 사람 = Chinese person<br/> 중국어 = Chinese language</p> <p>Example:<br/> 우리는 곧 <strong>중국</strong>에 갈 거예요 = We are going to <strong>China</strong> soon<br/> 그 사람은 <strong>중국</strong>에서 왔어요 = That person came from <strong>China<br/> </strong>그 사람은 <strong>중국</strong>인이에요 = That person is <strong>Chinese<br/> 중국</strong> 사람들은 한국사람들보다 더 가난해요 = <strong>Chinese</strong> people are poorer than Korean people<br/> 한국 사람과 <strong>중국</strong> 사람은 문화적으로 달라요 = Korean and <strong>Chinese</strong> people are culturally different<br/> 한국에는 황사가 <strong>중국</strong>에서 봄마다 와요 = Yellow dust comes to Korea ever spring from <strong>China<br/> 중국</strong> 사람들은 소금을 쓰는 것 대신에 음식에 간장을 뿌려요 = Instead of using salt, <strong>Chinese</strong> people put soy sauce on their food</p> 
일본	Japan	 <p>Common Usages<br/> 일본 사람 = Japanese Person<br/> 일본어 = Japanese language</p> <p>Example<br/> 그 사람은 <strong>일본</strong>에서 왔어요 = That person is from <strong>Japan<br/> 일본</strong>은 전쟁에서 한국을 공격했어요 = <strong>Japan</strong> attacked Korea in the war<br/> 저는 <strong>일본</strong>에 스무 번 넘게 가 봤어요 = I’ve been to <strong>Japan</strong> more than twenty times</p> <p>요즘에 한국 사람들은 <strong>일본</strong>에 별로 가고 싶지 않아요<br/> = These days, Korean people don’t really want to go to Japan</p> <p>한국 집값은 <strong>일본</strong> 집값보다 훨씬 높아요<br/> = The price of Korean houses is much higher than the price of houses in Japan</p> <p><strong>일본</strong>에서 성인들은 미국 청소년보다 만화책을 더 많이 읽어요<br/> = In <strong>Japan</strong>, adults read more comic books than young people in America</p>
문	door	 <p>Notes: On the subway, you will hear “내리실 문은 왼쪽/오른쪽이에요” – “The doors are on your left/right.”</p> <p>On the bus, you will see signs saying “문이 완전히 열릴 때까지 버스에서 내리거나 문에 기대지 마세요” – “Until the door is fully/completely open, don’t get off the bus or lean on the door”</p> <p>Common Usages:<br/> 창문 = window<br/> 정문 = main entrance<br/> 뒷문 = back door<br/> 앞문 = front door<br/> 동대문 = “east big gate” – tourist attraction and neighborhood in Seoul<br/> 남대문 = “south big gate” – tourist attraction and market in Seoul<br/> 서대문 = “west big gate” – tourist attraction and neighborhood in Seoul</p> <p>Example<br/> <strong>문</strong>을 닫아야 돼요 = You have to close the <strong>door<br/> </strong>저는 <strong>문</strong>을 잠갔어요 = I locked the <strong>door<br/> </strong>저는 <strong>문</strong>을 열 거예요 = I will open the <strong>door<br/> </strong>너무 추워서 <strong>문</strong>을 닫았어요 = I closed the <strong>door</strong> because it is too cold<br/> <strong>문</strong>이 완전히 열릴 때까지 버스에서 내리거나 문에 기대지 마세요 = Until the <strong>door</strong> is fully/completely open, don’t get off the bus or lean on the <strong>door</strong></p>
의사	doctor	 <p>Notes: Korean people don’t refer to people with a Ph.D. as “doctor.” Instead, they use the term “박사(님).”</p> <p>Common Usages:<br/> 한의사 = Korean/oriental doctor<br/> 외과의사 = surgeon<br/> 치과의사 = dentist<br/> 정형외과의사 = orthopedic doctor<br/> 내과의사 = internal medicine doctor<br/> 정신과의사 = psychiatrist<br/> 비뇨기과의사 = urologist<br/> 산부인과의사 = gynecologist</p> <p>Examples<br/> 저는 <strong>의사</strong>가 무서워요 = I am afraid of <strong>doctors<br/> 의사</strong>들은 돈이 많아요 = <strong>doctors</strong> have a lot of money<br/> 저의 친구는 <strong>의사</strong>예요 = My friend is a <strong>doctor<br/> 의사</strong>들은 문제에 대해 과학적으로 생각했어요 = The <strong>doctors</strong> thought about the problem scientifically<br/> 저는 정신과<strong>의사</strong>가 되려고 열심히 공부하고 있어요 = I am studying hard to become a <strong>psychiatrist</strong></p>
학생	student	 <p>Common Usages:<br/> 학생증 = student ID<br/> 학생회 = student council<br/> 대학생 = university student<br/> 초등학생 = elementary school student<br/> 중학생 = middle school student<br/> 고등학생 = high school student<br/> 교환학생 = foreign exchange student</p> <p>Examples<br/> 저는 좋은 <strong>학생</strong>이에요 = I am a good <strong>student<br/> </strong>저는 <strong>학생</strong>이 아니에요 = I am not a <strong>student<br/> </strong>선생님은 내일 <strong>학생</strong>들을 만날 거야 = The teacher will meet the <strong>students</strong> tomorrow<br/> 저는 <strong>학생</strong>들이 실망스러웠어요 = I was disappointed in the <strong>students<br/> </strong>저는 <strong>학생</strong>들에게 수업을 가르쳤어요 = I taught the class to the <strong>students<br/> </strong>선생님은 <strong>학생</strong>들과 박물관에 갔다 = The teacher went to the museum with the <strong>students</strong></p>
